row_id,tokens,relation,head_pos,tail_pos
34,"He was initially credit as both producer and director of "" The Sleeping Tiger "" , but the film was actually directed by Joseph Losey .",director,11 12 13,23 24
2441,"1996 : "" Darklands "" , concerning Druidic cults , was directed by Julian Richards .",director,3,13 14
1453,"FIFA Football 2004 , also known as FIFA Soccer 2004 in North America , is a football video game developed by EA Canada and published by Electronic Arts .",publisher,0 1,26 27
644,"Actor Misha Collins , known for playing the angel Castiel on the American television series "" Supernatural "" , is the founder of GISHWHES .",characters,16,9
43,""" Born of the Sea "" was first published in Australia in 2003 by Viking Press in paperback format .",publisher,1 2 3 4,14 15
1176,"In 1966 , the group traveled to Memphis , Tennessee , and recorded a single , "" My Girl Josephine "" ( a hit for Fats Domino the previous decade ) .",performer,17 18 19,25 26
1289,"The revised version calls for a permanent Klingon presence on DS9 , and Sisko selects Martok to command those troops .",characters,10,15
1252,"In 1982 Decker created the role of Nelly Dean in the world premiere of Bernard Herrmann 's "" Wuthering Heights "" at the Portland Opera .",characters,18 19,7 8
897,"It was first mentioned in the Book of Genesis ( ) , by Hagar , mother of Abraham 's eldest son , Ishmael .",characters,6 7 8,13
584,"According to Loki , in Lokasenna , Vili and Vé had an affair with Óðinn 's wife , Frigg .",characters,5,18
2038,Trapped and Deceived ) is a 1994 television film directed by Robert Iscove .,director,0 1 2,11 12
712,""" Casino Royale "" was the first James Bond novel to be adapted as a daily comic strip ; it was published in "" The Daily Express "" and syndicated worldwide .",characters,1 2,7 8
2303,The first book of Samuel describes them as the officiating priests at the sanctuary of Shiloh at the time of Hannah .,characters,2 3 4,20
833,"In "" Twilight "" , Bella moves to her father 's home in Forks , Washington , meets the mysterious Cullen family , and falls in love with Edward Cullen .",characters,2,28 29
98,Paprika is a 1933 Italian comedy film directed by Carl Boese and starring Vittorio De Sica .,director,0,9 10
186,"Thus , Achilles is killed in a similar fashion to his first victim Poke , who he killed with a knife to the eye earlier in the series .",characters,24 25 26 27,2
2152,""" Breath of the Wild "" introduces a world marked by recurring conflict between the kingdom of Hyrule and the evil being , Calamity Ganon .",characters,1 2 3 4,23 24
1035,"Despite Jayachitra directing his debut through "" Naane Ennul Illai "" ( 2010 ) , the film 's failure made it difficult for Amresh to succeed as an actor .",director,7 8 9,1
2746,"Manorama Weekly is a weekly Malayalam language local interest magazine published by Manorama Group of publications from Kottayam , India .",publisher,0 1,12 13
2565,"That same year , he co - starred in the musical film "" The Phantom of the Opera "" as Viscount Raoul de Chagny .",characters,13 14 15 16 17,20 21 22 23
2660,"In August 1997 , shortly before the game 's release , The Logic Factory announced they had split with Broderbund and would publish The Tone Rebellion under Virgin Interactive . Hedstrom , Kate .",publisher,23 24 25,27 28
415,"He and Catulle Mendès edited the first volume of "" Le Parnasse contemporain "" , published by Alphonse Lemerre in 1866 .",publisher,10 11 12,17 18
2662,"In 2009 , JoWooD Entertainment released the official website for "" Arcania : Gothic 4 "" , revealing new information , screenshots and artworks .",publisher,11 12 13 14,3 4
2389,"He also performed on three solo albums by Glenn Frey , "" Soul Searchin ' "" , "" Strange Weather "" and "" After Hours "" .",performer,18 19,8 9
945,"Laurent LeClaire is a fictional character created by Émile Zola , first appeared in his own written novel "" Thérèse Raquin "" published in 1867 .",characters,19 20,0 1
611,"He worked on several screenplays , including fellow emigre Robert Wiene 's "" Ultimatum "" ( 1938 ) .",director,13,9 10
690,""" , and "" Rhythm Heaven Megamix "" , which was released that day on Nintendo 's eShop .",publisher,4 5 6,15
2655,"Liz ( Tina Fey ) , Kenneth Parcell ( Jack McBrayer ) , and Pete Hornberger ( Scott Adsit ) all attempt to trick Tracy into arriving at a rehearsal on time .",performer,6 7,9 10
921,"Ercole contro Roma , internationally released as Hercules Against Rome , is a 1964 Italian peplum film directed by Piero Pierotti .",director,7 8 9,19 20
2315,"His most notable voice roles were Donatello and Bebop in "" Teenage Mutant Ninja Turtles "" , and as Jake "" Razor "" Clawson in "" "" ( 1993 ) .",characters,11 12 13 14,6
1601,"Thrash metal band Anthrax included a cover of "" I 'm Eighteen "" on its debut album "" Fistful of Metal "" in 1984 .",performer,18 19 20,3
2478,"The channel is owned by Corus Entertainment and "" Cosmopolitan "" owner , Hearst Communications .",publisher,9,13 14
262,"Reggie Lucas ( along with Jellybean Benitez ) produced the majority of Madonna 's first album , "" Madonna "" , including the songs ' Borderline ' and ' Lucky Star ' .",performer,25,12
1096,I Hope You Dance is the title of the third studio release by American country music singer Lee Ann Womack .,performer,0 1 2 3,17 18 19
1943,"Cochrane published his first book , "" An Introduction to Animals and Political Theory "" , through Palgrave Macmillan in 2010 , after having moved to the Department of Politics at Sheffield University .",publisher,7 8 9 10 11 12 13,17 18
442,"His first notable screen role was at the age of 13 when he appeared as Freddie Mercury in the 1989 music video for the Queen song "" The Miracle "" .",performer,27 28,24
1613,"He appears in "" Gotham "" as a young Lucius Fox .",characters,4,9 10
69,Dragon Quest X : Awakening of the Five Tribes is a massively multiplayer online role - playing game ( MMORPG ) developed and published by Square Enix .,publisher,0 1,25 26
651,""" The Man Who Sold the World "" is a song written and performed by David Bowie .",performer,1 2 3 4 5 6,15 16
1492,"He was cast in early October 2015 in the role of Harvey Dent in the television series "" Gotham "" .",characters,18,11 12
2617,"The evening started with a preview screening of Alexander Mackendrick 's "" The Ladykillers .",director,12 13,8 9
174,"Okech is a member of the editorial advisory board of Feminist Africa , a peer - reviewed journal from the African Gender Institute , based at the University of Cape Town .",publisher,10 11,20 21 22
633,"This position is embodied in the character of The Old Man of Restelo that appears in Os Lusíadas of the Portuguese epic poet Luís Vaz de Camões , who opposes the boarding of the armada .",characters,16 17,8 9 10 11 12
399,""" Rob - B - Hood "" is the third Jackie Chan film directed by Benny Chan , following "" Who Am I ? """,director,20 21 22 23,15 16
2003,The Columbia Journalism Review ( CJR ) is an American magazine for professional journalists that has been published by the Columbia University Graduate School of Journalism since 1961 .,publisher,1 2 3,20 21 22 23 24 25
467,"In 2014 , the film biopics on two British scientists ( Hawking and Turing ) , "" The Theory of Everything "" and "" The Imitation Game "" , both achieved critical and commercial success .",characters,17 18 19 20,11
865,Vicky Cristina Barcelona is a 2008 Spanish - American romantic comedy - drama film written and directed by Woody Allen .,director,0 1 2,18 19
2427,"Particularly influential were the stories of Saint Thomas the Apostle 's proselytizing in India , recorded especially in the 3rd - century work known as the "" Acts of Thomas "" .",characters,27 28 29,6 7 8 9
587,""" Walking Contradiction "" is a song by American punk rock band Green Day .",performer,1 2,12 13
1487,"With the release of her debut single "" Goodies "" , Ciara was referred to as the Princess of Crunk&B;.",performer,8,11
1841,"Big Sean 's collaboration with Kanye West & Roscoe Dash , "" Marvin & Chardonnay "" , topped the chart for one week .",performer,12 13 14,5 6
821,"RPG Maker VX Ace , also known as VXAce or simply "" Ace "" , was released by Enterbrain .",publisher,0 1 2,18
635,"It was first recorded by Reba McEntire on her 1990 album "" Rumor Has It "" .",performer,12 13 14,5 6
918,"Moushumi accepted a dual role in Tanuja Chandra 's "" Zindaggi Rocks "" ( 2006 ) and crossed over to Canada to act in "" Bollywood / Hollywood "" ( 2003 ) .",director,10 11,6 7
2669,"Fumō Chitai is a 1976 Japanese film directed by Satsuo Yamamoto .",director,0 1,9 10
225,"Founded by singer - songwriter Justin Vernon , Bon Iver released its debut album , "" For Emma , Forever Ago "" in 2008 .",performer,16 17 18 19 20,8 9
519,"In the same year , Barbra Streisand also covered the song on her eponymous album , along with another Lennon composition "" Mother "" .",performer,13 14,5 6
2196,"In the 2012 "" Glee "" episode "" Britney 2.0 "" , the character of Brittany Pierce ( Heather Morris ) performed a cover of the track .",characters,4,15 16
955,"Louzeiro collaborated with film director Héctor Babenco , writing the screenplay for Lúcio Flávio , 1977 film adaptation of "" Lúcio Flávio , o passageiro da agonia "" .",director,12 13,5 6
2054,"Lyra Belacqua , later known as Lyra Silvertongue , is the central character of "" His Dark Materials , "" a key character in "" The Book of Dust "" .",characters,25 26 27 28,6 7
2499,"Condé Nast Publications also publishes the more specialized "" Golf for Women "" , "" Golf World "" and "" Golf World Business "" .",publisher,15 16,0 1
1183,"R&D3 ; was also responsible for releasing a series of sports games for Nintendo , including Pro Wrestling , NES Play Action Football , and Ice Hockey .",publisher,25 26,13
1171,"For the first five issues of "" Warlock Magazine "" , she also acted as desk editor , until Games Workshop took over the magazine from Penguin Books .",publisher,7,19 20
2773,""" Take Me to the King "" is a song recorded by American recording artist Tamela Mann .",performer,1 2 3 4 5,15 16
534,""" I 'm Chief Kamanawanalea "" has been sampled in many tracks , such as Say No Go by De La Soul , and Jimmy James by the Beastie Boys .",performer,24 25,28 29
2460,"It was published , alongside two other pieces by Orwell , 11 March 1940 by Gollancz in Orwell 's first collection of essays , "" Inside the Whale and Other Essays "" .",publisher,25 26 27 28 29 30,15
938,"Houser has stated he is a fan of Walter Hill 's film "" The Warriors "" , Rockstar Games went on to release a video game version of "" The Warriors "" in 2005 .",publisher,13 14,17 18
286,"Stone 's breakout role as Catherine Tramell in "" Basic Instinct "" ( 1992 ) earned her a Chicago Film Critics Association Award , Golden Globe Award , and Saturn Award nominations .",characters,9 10,5 6
223,"In 2015 , Matt Dusk and Margaret recorded a version for their album "" Just the Two of Us "" .",performer,14 15 16 17 18,3 4
224,"In 2011 , Inglee produced "" Rampart "" , Lightstream Pictures ' first feature film , reuniting director Oren Moverman and stars Woody Harrelson and Ben Foster .",director,6,18 19
2371,"Alice is the central character in the 2013 fantasy series "" Once Upon a Time in Wonderland "" ( a spin - off to "" Once Upon a Time "" ) portrayed by Sophie Lowe .",characters,11 12 13 14 15 16,0
1595,""" Beautiful Day "" is performed by Scott Weiland , the lead singer of the rock band Stone Temple Pilots .",performer,1 2,7 8
2169,"Nouns is the first LP ( as "" Weirdo Rippers "" was a compilation of singles and EPs ) by American noise rock duo No Age .",performer,8 9,24 25
1546,"Wally is a short , red - haired and meek character , who acts as a sidekick for the protagonist of the Monkey Island games , Guybrush Threepwood .",characters,22 23,26 27
1926,"Kurt Hoffmann 's "" The Haunted Castle "" and "" Glorious Times at the Spessart Inn "" were sequels of a sort to this film .",director,4 5 6,0 1
848,"games ( "" Gyromite "" and "" Stack - Up "" ) in Japan , Nintendo ended up selling these two games in the U.S. with an internal adapter .",publisher,7 8 9,15
451,"Bancroft also served as English voice director on Hayao Miyazaki 's "" Porco Rosso "" in 2003 .",director,12 13,8 9
205,"In "" Dune "" , the Bene Gesserit Reverend Mother Mohiam "" tests "" young Paul Atreides using a box that inflicts pain through "" nerve induction "" .",characters,2,15 16
